0021	en-us	measurement	It runs at 98.6°F, 3.5 mph, and draws 60 W.	ɪt ɹˈʌnz æt nˈaɪnti ˈeɪt pɔɪnt sˈɪks dᵻɡɹˈiːz ˈɛf, θɹˈiː pɔɪnt fˈaɪv ˌɛmpˌiːˈeɪtʃ, ænd dɹˈɔːz sˈɪksti dˈʌbəljˌuː. 
0022	en-us	roman-numeral	Chapter IV begins at line xlii; King Henry VIII ruled.	tʃˈæptɚ ɹˌoʊmən fˈɔːɹ bɪɡˈɪnz æt lˈaɪn ɹˌoʊmən fˈɔːɹɾi tˈuː; kˈɪŋ hˈɛnɹi ɹˌoʊmən ˈeɪt ɹˈuːld. 
0023	en-us	roman-numeral	Louis XIV met Elizabeth II; Pope Pius XII watched.	lˈuːi ɹˌoʊmən fˈɔːɹtiːn mˈɛt ᵻlˈɪzəbəθ ɹˌoʊmən tˈuː; pˈoʊp pˈaɪəs ɹˌoʊmən twˈɛlv wˈɑːtʃt. 
0024	en-us	roman-numeral	Section 2.b, subsection iii, paragraph XIX was revoked.	sˈɛkʃən tˈuː.bˈiː, sʌbsˈɛkʃən ɹˌoʊmən θɹˈiː, pˈæɹəɡɹˌæf ɹˌoʊmən nˈaɪntiːn wʌz ɹᵻvˈoʊkt. 
0025	en-us	dialogue	He said, "I can't — well, I won't." She replied, "Will you?"	hiː sˈɛd, "aɪ kˈænt — wˈɛl, aɪ wˈoʊnt." ʃiː ɹᵻplˈaɪd, "wˈɪl juː?" 
0026	en-us	dialogue	"Mind the gap," he said. "Mind it... every single time."	"mˈaɪnd ðə ɡˈæp," hiː sˈɛd. "mˈaɪnd ɪt... ˈɛvɹi sˈɪŋɡəl tˈaɪm." 
0027	en-us	dialogue	— You came? — I did. And I brought the tickets, of course.	— juː kˈeɪm? — aɪ dˈɪd. ænd aɪ bɹˈɔːt ðə tˈɪkɪts, ʌv kˈɔːɹs. 
0028	en-us	heading	CHAPTER ONE: An Unexpected Party	tʃˈæptɚ wˌʌn: ɐn ˌʌnɛkspˈɛktᵻd pˈɑːɹɾi 
0029	en-us	heading	PART TWO — The Road Goes Ever On	pˈɑːɹt tˈuː — ðə ɹˈoʊd ɡoʊz ˈɛvɚɹ ˈɔn 
0030	en-us	heading	Appendix A: Pronunciation Guide	ɐpˈɛndɪks ˈeɪ: pɹənˌʌnsɪˈeɪʃən ɡˈaɪd 
0031	en-us	footnote	See note 1 for details.¹	sˈiː nˈoʊt wˈʌn fɔːɹ diːtˈeɪlz.wˈʌn 
0032	en-us	footnote	The claim is disputed.² Other scholars disagree.³	ðə klˈeɪm ɪz dɪspjˈuːɾᵻd.tˈuː ˈʌðɚ skˈɑːlɚz dˌɪsɐɡɹˈiː.θɹˈiː 
0033	en-us	footnote	As shown in Table 2†, the trend holds.‡	æz ʃˈoʊn ɪn tˈeɪbəl tˈuː, ðə tɹˈɛnd hˈoʊldz. 
0034	en-us	page-furniture	Page 42 of 320 — continued from previous — end of chapter.	pˈeɪdʒ fˈɔːɹɾi tˈuː ʌv θɹˈiːhˈʌndɹɪd twˈɛnti — kəntˈɪnjuːd fɹʌm pɹˈiːviəs — ˈɛnd ʌv tʃˈæptɚ. 
0035	en-us	page-furniture	p. 137 of 512, lines 8-19, running head: The Fellowship	pˈiː. wˈʌnhˈʌndɹɪd θˈɜːɾi sˈɛvən ʌv fˈaɪvhˈʌndɹɪd twˈɛlv, lˈaɪnz ˈeɪt dˈæʃ nˈaɪntiːn, ɹˈʌnɪŋ hˈɛd: ðə fˈɛloʊʃˌɪp 
0036	en-us	page-furniture	Page 89 — blank in the original — see p. 90.	pˈeɪdʒ ˈeɪɾi nˈaɪn — blˈæŋk ɪnðɪ ɚɹˈɪdʒɪnəl — sˈiː pˈiː. nˈaɪnti. 
0037	en-us	url-code	Visit https://example.com/path?q=1&x=2 or email a@b.co.	vˈɪzɪt ˌeɪtʃtˌiːtˈiːpˌiːˈɛs:slˈæʃslæʃ ɛɡzˈæmpəl.kˈɑːm slˈæʃ pˈæθ?kjˈuː ˈiːkwəlz wˈʌn ænd ˈɛks ˈiːkwəlz tˈuː ɔːɹ ˈiːmeɪl ɐ æt bˈiː.kˈoʊ. 
0038	en-us	url-code	The variable x_1 equals foo(bar, 2); if (a && b) return;	ðə vˈɛɹɪəbəl ˈɛks wˈʌn ˈiːkwəlz fˈuː(bˈɑːɹ, tˈuː); ɪf (ɐ ˈændænd bˈiː) ɹᵻtˈɜːn; 
0039	en-us	url-code	Run npm run build --watch, or open C:\Users\doc\README.md.	ɹˈʌn ˌɛnpˌiːˈɛm ɹˈʌn bˈɪld wˈɑːtʃ, ɔːɹ ˈoʊpən sˈiː:bˈækslæʃ jˈuːzɚz bˈækslæʃ dˈɑːk bˈækslæʃ ɹˈiːdmiː.ˌɛmdˈiː. 
0040	en-us	long-paragraph	The library had changed since his childhood, and not only in the way that all places change. Shelves that once held his grandfather's sermons now carried paperbacks with cracked spines, and the reading room smelled of damp plaster instead of pipe smoke. He walked the aisles slowly, pulling one book, then another, remembering which volumes his mother had read aloud on winter evenings. At the reference desk a woman answered a question about microfilm with a patience that made the hours feel deliberate. He found the town records at last, bound in green cloth, and sat down where the light was best. When he looked up, the windows had gone dark, and the janitor was waiting politely with his keys.	ðə lˈaɪbɹɛɹi hæd tʃˈeɪndʒd sˈɪns hɪz tʃˈaɪldhʊd, ænd nˌɑːt ˈoʊnli ɪnðə wˈeɪ ðæt ˈɔːl plˈeɪsᵻz tʃˈeɪndʒ. ʃˈɛlvz ðæt wˈʌns hˈɛld hɪz ɡɹˈændfɑːðɚz sˈɜːmənz nˈaʊ kˈæɹid pˈeɪpɚbˌæks wɪð kɹˈækt spˈaɪnz, ænd ðə ɹˈiːdɪŋ ɹˈuːm smˈɛld ʌv dˈæmp plˈæstɚ ɪnstˈɛd ʌv pˈaɪp smˈoʊk. hiː wˈɔːkt ðɪ ˈaɪəlz slˈoʊli, pˈʊlɪŋ wˈʌn bˈʊk, ðˈɛn ɐnˈʌðɚ, ɹᵻmˈɛmbɚɹɪŋ wˌɪtʃ vˈɑːljuːmz hɪz mˈʌðɚ hæd ɹˈɛd ɐlˈaʊd ˌɔn wˈɪntɚɹ ˈiːvnɪŋz. æt ðə ɹˈɛfɹəns dˈɛsk ɐ wˈʊmən ˈænsɚd ɐ kwˈɛstʃən ɐbˌaʊt mˈaɪkɹoʊfˌɪlm wɪð ɐ pˈeɪʃəns ðæt mˌeɪd ðɪ ˈaʊɚz fˈiːl dᵻlˈɪbɚɹət. hiː fˈaʊnd ðə tˈaʊn ɹˈɛkɚdz æt lˈæst, bˈaʊnd ɪn ɡɹˈiːn klˈɔθ, ænd sˈæt dˌaʊn wˌɛɹ ðə lˈaɪt wʌz bˈɛst. wˌɛn hiː lˈʊkt ˈʌp, ðə wˈɪndoʊz hæd ɡɔn dˈɑːɹk, ænd ðə dʒˈænɪɾɚ wʌz wˈeɪɾɪŋ pəlˈaɪtli wɪð hɪz kˈiːz. 
0041	en-us	long-paragraph	The harbor wakes slowly in February, before the fish trucks and long before the tourists. Gulls argue over the pilings, and the first ferry grumbles in from the island with its lights still on. Old Andersson waves from the wheelhouse the way he has for thirty years, though nobody on the dock remembers when he started. The coffee stand opens at five, and the regulars claim they can smell the difference between Thursday's grind and Saturday's. By six the ice house is running, and the whole quay smells of diesel, salt, and newsprint. It is not a scene anyone photographs, which is precisely why it endures.	ðə hˈɑːɹbɚ wˈeɪks slˈoʊli ɪn fˈɛbɹuːˌɛɹi, bᵻfˌɔːɹ ðə fˈɪʃ tɹˈʌks ænd lˈɔŋ bᵻfˌɔːɹ ðə tˈʊɹɹɪsts. ɡˈʌlz ˈɑːɹɡjuː ˌoʊvɚ ðə pˈaɪlɪŋz, ænd ðə fˈɜːst fˈɛɹi ɡɹˈʌmbəlz ɪn fɹʌmðɪ ˈaɪlənd wɪð ɪts lˈaɪts stˈɪl ˈɔn. ˈoʊld ˈændɚsən wˈeɪvz fɹʌmðə wˈiːlhaʊs ðə wˈeɪ hiː hɐz fɔːɹ θˈɜːɾi jˈɪɹz, ðˌoʊ nˈoʊbɑːdi ɔnðə dˈɑːk ɹᵻmˈɛmbɚz wɛn hiː stˈɑːɹɾᵻd. ðə kˈɔfi stˈænd ˈoʊpənz æt fˈaɪv, ænd ðə ɹˈɛɡjʊlɚz klˈeɪm ðeɪ kæn smˈɛl ðə dˈɪfɹəns bᵻtwˌiːn θˈɜːzdeɪz ɡɹˈaɪnd ænd sˈæɾɚdˌeɪz. baɪ sˈɪks ðɪ ˈaɪs hˈaʊs ɪz ɹˈʌnɪŋ, ænd ðə hˈoʊl kˈiː smˈɛlz ʌv dˈiːzəl, sˈɔlt, ænd nˈuːzpɹɪnt. ɪɾ ɪz nˌɑːɾə sˈiːn ˈɛnɪwˌʌn fˈoʊɾəɡɹˌæfz, wˌɪtʃ ɪz pɹɪsˈaɪsli wˌaɪ ɪɾ ɛndˈʊɹz. 
0042	en-us	long-paragraph	Consider what a letter had to survive to reach its reader in the eighteen-forties. It waited for the mail coach, then for the steam packet, then for a carrier's cart over roads that dissolved into soup at the first rain. It might be read aloud twice at a crossroads inn before walking its last ten miles. The recipient paid by the sheet, so writers crossed their pages at right angles to double the words. Replies took weeks, and that slowness shaped the sentences themselves, which apologized in advance for their own delay. We call the result formal; it was really honest bookkeeping with distance.	kənsˈɪdɚ wʌt ɐ lˈɛɾɚ hædtə sɚvˈaɪv tə ɹˈiːtʃ ɪts ɹˈiːdɚɹ ɪnðɪ ˈeɪtiːnfˈɔːɹɾiz. ɪt wˈeɪɾᵻd fɚðə mˈeɪl kˈoʊtʃ, ðˈɛn fɚðə stˈiːm pˈækɪt, ðˈɛn fɚɹə kˈæɹiɚz kˈɑːɹt ˌoʊvɚ ɹˈoʊdz ðæt dɪsˈɑːlvd ˌɪntʊ sˈuːp æt ðə fˈɜːst ɹˈeɪn. ɪt mˌaɪt biː ɹˈɛd ɐlˈaʊd twˈaɪs æɾə kɹˈɔsɹoʊdz ˈɪn bᵻfˌɔːɹ wˈɔːkɪŋ ɪts lˈæst tˈɛn mˈaɪlz. ðə ɹᵻsˈɪpiənt pˈeɪd baɪ ðə ʃˈiːt, sˌoʊ ɹˈaɪɾɚz kɹˈɔst ðɛɹ pˈeɪdʒᵻz æt ɹˈaɪt ˈæŋɡəlz tə dˈʌbəl ðə wˈɜːdz. ɹᵻplˈaɪz tˈʊk wˈiːks, ænd ðæt slˈoʊnəs ʃˈeɪpt ðə sˈɛntənsᵻz ðɛmsˈɛlvz, wˌɪtʃ ɐpˈɑːlədʒˌaɪzd ɪn ɐdvˈæns fɔːɹ ðɛɹ ˈoʊn dᵻlˈeɪ. wiː kˈɔːl ðə ɹɪzˈʌlt fˈɔːɹməl; ɪt wʌz ɹˈiəli ˈɑːnɪst bˈʊkkiːpɪŋ wɪð dˈɪstəns. 
0043	en-us	speed-transition	Wait — no. That's... that's not right. Stop. Look. Go!	wˈeɪt — nˈoʊ. ðˈæts... ðæts nˌɑːt ɹˈaɪt. stˈɑːp. lˈʊk. ɡˈoʊ! 
0044	en-us	speed-transition	One. Two... three? No — four. Four, four, four.	wˌʌn. tˈuː... θɹˈiː? nˈoʊ — fˈɔːɹ. fˈɔːɹ, fˈɔːɹ, fˈɔːɹ. 
0045	en-us	speed-transition	He stopped. Turned. The road was gone. Gone.	hiː stˈɑːpt. tˈɜːnd. ðə ɹˈoʊd wʌz ɡˈɔn. ɡˈɔn. 
0046	en-gb	name	Dr. Priya Nair and Mr. Alistair MacLeod met in Edinburgh last spring.	dˈɒktə. pɹˈɪjə nˈeə and mˈɪstə. ˈalɪstˌeə mˈak lˈaʊd mˈɛt ɪn ˈɛdɪnbʌɹə lˈast spɹˈɪŋ. 
0047	en-gb	name	Smythe, O'Connell, and Featherstonehaugh discussed the matter over tea.	smˈaɪð, əʊkˈɒnəl, and fˈɛðəstˌəʊnhɔː dɪskˈʌst ðə mˈatəɹ ˌəʊvə tˈiː. 
0048	en-gb	name	Che Guevara, Florence Nightingale, and Saint Paul all appear in the index.	tʃˈiː ɡɛvˈɑːɹə, flˈɒɹəns nˈaɪtɪŋɡˌeɪl, and sˈeɪnt pˈɔːl ˈɔːl ɐpˈiəɹ ɪnðɪ ˈɪndɛks. 
0049	en-gb	honorific	Miss Havisham, Ms. Jones, and Dame Agatha arrived at noon.	mˈɪs hˈavɪʃəm, mˈɪz dʒˈəʊnz, and dˈeɪm ˈaɡɐθəɹ ɐɹˈaɪvd at nˈuːn. 
0050	en-gb	honorific	Mrs. Danvers, Mr. Darcy, and Rev. Collins argued about the estate.	mˈɪsɪz. dˈanvəz, mˈɪstə. dˈɑːsi, and ɹˈɛv. kˈɒlɪnz ˈɑːɡjuːd ɐbˌaʊt ðɪ ɪstˈeɪt. 
0051	en-gb	honorific	Sir Toby, Lady Bracknell, and Dr. Johnson signed the petition.	sˌɜː tˈəʊbi, lˈeɪdi bɹaknˈɛl, and dˈɒktə. dʒˈɒnsən sˈaɪnd ðə pətˈɪʃən. 
0052	en-gb	abbreviation	She read e.g. the first chapter, i.e. page 5, and noted the etc.	ʃiː ɹˈiːd ˈiː.dʒˈiː. ðə fˈɜːst tʃˈaptə, ˈaɪ.ˈiː. pˈeɪdʒ fˈaɪv, and nˈəʊtɪd ðɪ ɛtsˈɛtɹə. 
0053	en-gb	abbreviation	The BBC and ITV broadcast at approx. 9 p.m. GMT.	ðə bˌiːbˌiːsˈiː and ˌaɪtˌiːvˈiː bɹˈɔːdkast at ɐpɹˈɒks. nˈaɪn pˈiː.ˈɛm. dʒˌiːˌɛmtˈiː. 
0054	en-gb	abbreviation	Cf. appendix B: the fig. shows vol. II, no. 3.	sˌiːˈɛf. ɐpˈɛndɪks bˈiː: ðə fˈɪɡ. ʃˈəʊz vˈɒl. ɹˌəʊmən tˈuː, nˈəʊ. θɹˈiː. 
0055	en-gb	number	There were 1,204,567 people; 3.14159 is pi; and 0.5% is half.	ðeəwˌɜː wˈɒn mˈɪliən tˈuːhˈʌndɹɪdən fˈɔː θˈaʊzənd fˈaɪvhˈʌndɹɪdən sˈɪksti sˈɛvən pˈiːpəl; θɹˈiː pɔɪnt wˈɒn fˈɔː wˈɒn fˈaɪv nˈaɪn ɪz pˈaɪ; and zˈiəɹəʊ.  fˈaɪv pəsˈɛnt ɪz hˈɑːf 
0056	en-gb	number	The match ended 2-1 before 76,212 fans; a 4th straight win.	ðə mˈatʃ ˈɛndɪd tˈuː dˈaʃ wˈɒn bɪfˌɔː sˈɛvənti sˈɪks θˈaʊzənd tˈuːhˈʌndɹɪdən twˈɛlv fˈanz; ɐ fˈɔːθ stɹˈeɪt wˈɪn. 
0057	en-gb	number	He scored 99.5 per cent and lost 8 of 9 frames in the snooker.	hiː skˈɔːd nˈaɪnti nˈaɪn.  fˈaɪv pə sˈɛnt and lˈɒst ˈeɪt ɒv nˈaɪn fɹˈeɪmz ɪnðə snˈuːkə 
0058	en-gb	date	On 3/4/2024, or 4 March 2024, they met; it was the 21st of May.	ˌɒn θɹˈiː slˈaʃ fˈɔː slˈaʃ tˈuː θˈaʊzənd ən twˈɛnti fˈɔː, ɔː fˈɔː mˈɑːtʃ tˈuː θˈaʊzənd ən twˈɛnti fˈɔː, ðeɪ mˈɛt; ɪt wʌzðə twˈɛnti fˈɜːst ɒv mˈeɪ. 
0059	en-gb	date	The festival ran 5th-9th June; the bank holiday fell on 26 August 2024.	ðə fˈɛstɪvəl ɹˈan fˈɪfθ nˈaɪnθ dʒˈuːn; ðə bˈaŋk hˈɒlɪdˌeɪ fˈɛl ˌɒn twˈɛnti sˈɪks ˈɔːɡəst tˈuː θˈaʊzənd ən twˈɛnti fˈɔː. 
0060	en-gb	date	On 11 November 1918 the armistice was signed; the 1910s had ended long before.	ˌɒn ɪlˈɛvən nəʊvˈɛmbə nˈaɪntiːnhˈʌndɹɪdən ˈeɪtiːn ðɪ ˈɑːmɪstɪs wɒz sˈaɪnd; ðə nˈaɪntiːnhˈʌndɹɪdən tˈɛn z had ˈɛndɪd lˈɒŋ bɪfˈɔː. 
0061	en-gb	currency	It cost £1,234.56, or €99.95, or $50.	ɪt kˈɒst pˈaʊnd wˈɒn θˈaʊzənd tˈuːhˈʌndɹɪdən θˈɜːti fˈɔː pɔɪnt fˈaɪv sˈɪks, ɔː jˈʊəɹəʊz nˈaɪnti nˈaɪn pɔɪnt nˈaɪn fˈaɪv, ɔː dˈɒlə fˈɪfti. 
0062	en-gb	currency	The flask cost 45p, the ticket £12.50, and the book £8.99.	ðə flˈask kˈɒst fˈɔːti fˈaɪv pˈiː, ðə tˈɪkɪt pˈaʊnd twˈɛlv pɔɪnt fˈaɪv zˈiəɹəʊ, and ðə bˈʊk pˈaʊnd ˈeɪt.  nˈaɪnti nˈaɪn 
0063	en-gb	currency	VAT added 20%: the bill went from £85 to £102.	vˌiːˌeɪtˈiː ˈadɪd twˈɛnti pəsˈɛnt: ðə bˈɪl wɛnt fɹɒm pˈaʊnd ˈeɪti fˈaɪv tə pˈaʊnd wˈɒnhˈʌndɹɪdən tˈuː. 
0064	en-gb	measurement	The room was 12 ft by 8 m; it weighed 2.5 kg and held 3 L.	ðə ɹˈuːm wɒz twˈɛlv ˌɛftˈiː baɪ ˈeɪt ˈɛm; ɪt wˈeɪd tˈuː.  fˈaɪv kˌeɪdʒˈiː and hˈɛld θɹˈiː ˈɛl 
0065	en-gb	measurement	Drive 5 miles north, then 300 m east; the parcel weighs 14 st 2 lb.	dɹˈaɪv fˈaɪv mˈaɪlz nˈɔːθ, ðˈɛn θɹˈiːhˈʌndɹɪd ˈɛm ˈiːst; ðə pˈɑːsəl wˈeɪz fˈɔːtiːn sənt tˈuː ˌɛlbˈiː. 
0066	en-gb	measurement	It runs at 37°C, 60 mph, and draws 60 W.	ɪt ɹˈʌnz at θˈɜːti sˈɛvən dɪɡɹˈiːz sˈiː, sˈɪksti ˌɛmpˌiːˈeɪtʃ, and dɹˈɔːz sˈɪksti dˈʌbəljˌuː. 
0067	en-gb	roman-numeral	Chapter IV begins at line xlii; King Henry VIII ruled.	tʃˈaptə ɹˌəʊmən fˈɔː bɪɡˈɪnz at lˈaɪn ɹˌəʊmən fˈɔːti tˈuː; kˈɪŋ hˈɛnɹi ɹˌəʊmən ˈeɪt ɹˈuːld. 
0068	en-gb	roman-numeral	Edward VII and George VI followed Victoria; Elizabeth II outlasted them all.	ˈɛdwəd ɹˌəʊmən sˈɛvən and dʒˈɔːdʒ vˌiːˈaɪ fˈɒləʊd vɪktˈɔːɹiə; ɪlˈɪzəbəθ ɹˌəʊmən tˈuː aʊtlˈastɪd ðˌɛm ˈɔːl. 
0069	en-gb	roman-numeral	Section 2.b, subsection iii, paragraph XIX was revoked.	sˈɛkʃən tˈuː.bˈiː, sʌbsˈɛkʃən ɹˌəʊmən θɹˈiː, pˈaɹəɡɹˌaf ɹˌəʊmən nˈaɪntiːn wɒz ɹɪvˈəʊkt. 
0070	en-gb	dialogue	He said, "I can't — well, I shan't." She replied, "Will you?"	hiː sˈɛd, "aɪ kˈɑːnt — wˈɛl, aɪ ʃˈɑːnt." ʃiː ɹɪplˈaɪd, "wˈɪl juː?" 
0071	en-gb	dialogue	"Mind the gap," he said. "Mind it... every single time."	"mˈaɪnd ðə ɡˈap," hiː sˈɛd. "mˈaɪnd ɪt... ˈɛvɹɪ sˈɪŋɡəl tˈaɪm." 
0072	en-gb	dialogue	— You came, then? — I did. And I brought the tickets, naturally.	— juː kˈeɪm, ðˈɛn? — aɪ dˈɪd. and aɪ bɹˈɔːt ðə tˈɪkɪts, nˈatʃəɹəli. 
0073	en-gb	heading	CHAPTER ONE: An Unexpected Party	tʃˈaptə wˌɒn: ɐn ˌʌnɛkspˈɛktɪd pˈɑːti 
0074	en-gb	heading	BOOK TWO — The Ring Goes South	bˈʊk tˈuː — ðə ɹˈɪŋ ɡəʊz sˈaʊθ 
0075	en-gb	heading	Appendix A: A Note on Currency	ɐpˈɛndɪks ˈeɪ: ɐ nˈəʊt ˌɒn kˈʌɹənsi 
0076	en-gb	footnote	See note 1 for details.¹	sˈiː nˈəʊt wˈɒn fɔː dˈiːteɪlz.wˈɒn 
0077	en-gb	footnote	The claim is disputed.² Other scholars disagree.³	ðə klˈeɪm ɪz dɪspjˈuːtɪd.tˈuː ˈʌðə skˈɒləz dˌɪsɐɡɹˈiː.θɹˈiː 
0078	en-gb	footnote	As shown in Table 2†, the trend holds.‡	az ʃˈəʊn ɪn tˈeɪbəl tˈuː, ðə tɹˈɛnd hˈəʊldz. 
0079	en-gb	page-furniture	Page 42 of 320 — continued from previous — end of chapter.	pˈeɪdʒ fˈɔːti tˈuː ɒv θɹˈiːhˈʌndɹɪdən twˈɛnti — kəntˈɪnjuːd fɹɒm pɹˈiːviəs — ˈɛnd ɒv tʃˈaptə. 
