es	long-paragraph	La casa de la calle Ronda llevaba años cerrada cuando los empleados del ayuntamiento la abrieron por error. Dentro, el polvo cubría todo con una pátina gris, y los muebles conservaban todavía la forma de sus dueños. En la mesa había dos tazas y un periódico del doce de octubre de mil novecientos sesenta y dos. Nadie supo explicar qué había sido del último inquilino, aunque las vecinas tenían teorías de todas clases. El tiempo en aquella casa no había pasado: se había quedado sentado a esperar, igual que los muebles. Cuando cerraron la puerta, la calle recuperó su silencio de siempre y las teorías crecieron un poco más.
es	long-paragraph	El mercado Central abre a las cinco, cuando los camiones aún rugen en la acera. Los pescadores descargan las cajas y los compradores del primer turno eligen con ojo clínico. El vendedor de naranjas grita los precios como si fueran noticia de última hora. Hacia las ocho llega la gente con tiempo, y el mercado baja medio punto de velocidad. Al mediodía el calor espanta a los dubitativos y los puestos se rinden hasta la tarde. Es un rito que no figura en ninguna guía, y por eso mismo dura.
es	speed-transition	Espera — no. Eso... eso no está bien. Para. Mira. ¡Vamos!
es	speed-transition	Uno. Dos... ¿tres? No — cuatro. Cuatro, cuatro, cuatro.
fr-fr	name	Le Dr Moreau et M. da Silva se sont rencontrés à Paris un mardi.
fr-fr	name	D'Artagnan, Mme de Sévigné et Saint Bernard auraient aimé ce café.
fr-fr	name	Le colonel Dupont, la reine Élisabeth II et saint Antoine sont cités.
fr-fr	honorific	Mme Dalloway, Dr Watson et M. Higgins arrivèrent à midi.
fr-fr	honorific	Mlle Rose, M. le maire et le Prof. Lefèvre signèrent le registre.
fr-fr	abbreviation	Elle lut p. ex. le premier chapitre, c.-à-d. la p. 5, et nota le etc.
fr-fr	abbreviation	Les É.-U. et le R.-U. se sont réunis vers 8 h du matin.
fr-fr	number	Il y avait 1 204 567 personnes ; 3,14159 est pi ; et 0,5 % est la moitié.
fr-fr	number	La température est tombée à −5 degrés, puis montée de 2,5 degrés vers 9 h 45.
fr-fr	number	La cote était de 3 contre 1, la réponse 42, et 0,5 % est une moitié.
fr-fr	date	Le 3/4/2024, ou le 4 mars 2024, ils se sont vus ; c'était le 21 mai.
fr-fr	date	Le 25 décembre 1999, la 2e édition est parue ; le 21/5, la troisième.
fr-fr	date	Dans les années 1990, le 25/12, tout fermait ; en 2024, plus rien.
fr-fr	currency	Cela coûtait 1 234,56 $, ou 99,95 €, ou 50 £.
fr-fr	currency	Pourboire de 15 % sur 45 €, et 20 centimes économisés.
fr-fr	currency	Le prix est passé de 1 234,56 € à 1 400 € en un an.
fr-fr	measurement	La salle faisait 12 pieds sur 8 m ; elle pesait 2,5 kg et tenait 3 l.
fr-fr	measurement	Roulez 5 km au nord à 90 km/h par 36 °C à l'ombre.
fr-fr	measurement	Il pesait 90 kg et courait à 15 km/h par 20 °C.
fr-fr	roman-numeral	Le chapitre IV commence à la ligne xlii ; Louis XIV a régné.
fr-fr	roman-numeral	Voir la section 2.b, sous-section iii, paragraphe XIX.
fr-fr	roman-numeral	Louis XVI a rencontré Élisabeth II ; le pape Pie XII a observé.
fr-fr	dialogue	Il dit : « Je ne peux pas — enfin, je ne veux pas. » Elle répondit : « Voulez-vous ? »
fr-fr	dialogue	« Attention », dit-il. « Attention... toujours, toujours. »
fr-fr	dialogue	— Vous êtes venu ? — Je suis venu. Et j'ai pris les billets, évidemment.
fr-fr	heading	CHAPITRE PREMIER : Une fête inattendue
fr-fr	heading	DEUXIÈME PARTIE — La route continue
fr-fr	heading	Annexe A : Guide de prononciation
fr-fr	footnote	Voir la note 1 pour les détails.¹
fr-fr	footnote	L'affirmation est contestée.² D'autres chercheurs diffèrent.³
fr-fr	footnote	Comme le montre le tableau 2†, la tendance se confirme.‡
fr-fr	page-furniture	Page 42 sur 320 — suite de la précédente — fin du chapitre.
fr-fr	page-furniture	P. 137 sur 512, lignes 8-19, titre courant : La Communauté
fr-fr	page-furniture	Page 89 — blanche dans l'original — voir p. 90.
fr-fr	url-code	Visitez https://example.com/chemin?q=1&x=2 ou écrivez à a@b.co.
fr-fr	url-code	La variable x_1 vaut foo(bar, 2) ; if (a && b) return;
fr-fr	url-code	Lancez npm run build --watch, ou ouvrez C:\Users\doc\README.md.
fr-fr	long-paragraph	Le marché de la rue Mouffetard s'éveille avant le jour, quand les camions grondent encore sur le pavé. Les primeurs dressent leurs pyramides d'oranges avec un soin qui défie la gravité. La fromagère, elle, ouvre à sept heures précises, et le voisinage règle sa montre sur cet événement. Vers neuf heures arrivent les gens qui ont le temps, ceux qui goûtent, discutent, hésitent. À midi la chaleur vide les étals et le quartier rend sa clef au silence. Rien de tout cela ne figure dans les guides, et c'est sans doute pour cela que cela dure.
fr-fr	long-paragraph	La bibliothèque du quartier avait changé depuis son enfance, et pas seulement comme tout change. Les rayonnages d'autrefois portaient les sermons du grand-père ; aujourd'hui ce sont des poches au dos cassé. Elle marchait lentement entre les tables, se souvenant des volumes que sa mère lisait à voix haute les soirs d'hiver. Au bureau de prêt, une femme répondait patiemment à une question sur les microfilms. Elle trouva enfin les registres de la commune, reliés de toile verte, et s'assit là où la lumière était la meilleure. Quand elle releva la tête, les fenêtres étaient noires et le gardien l'attendait, clés en main.
fr-fr	speed-transition	Attends — non. C'est... ce n'est pas ça. Arrête. Regarde. Vas-y !
fr-fr	speed-transition	Un. Deux... trois ? Non — quatre. Quatre, quatre, quatre.
it	name	La Dott.ssa Bianchi e il Sig. Rossi si incontrarono a Bologna un martedì.
it	name	Colonnello Verdi, la regina Elisabetta II e San Francesco compaiono nel testo.
it	name	D'Annunzio, García Márquez e Ngozi discussero il contratto al bar.
it	honorific	Sig.ra Dalloway, Dott. Watson e Prof. Higgins arrivarono a mezzogiorno.
it	honorific	Il Sig. Verdi chiese alla Dott.ssa Bianchi notizie dell'Avv. Rossi.
it	abbreviation	Lesse p. es. il primo capitolo, cioè a pag. 5, e annotò l'ecc.
it	abbreviation	Gli USA e il Regno Unito si sono visti verso le 8 del mattino.
it	number	C'erano 1.204.567 persone; 3,14159 è pi; e lo 0,5% è metà.
it	number	La temperatura scese a −5 gradi e salì di 2,5 gradi verso le 9:45.
it	number	La quota era di 3 a 1, la risposta 42, e 0,5% è mezza misura.
it	date	Il 3/4/2024, ovvero il 4 marzo 2024, si incontrarono; era il 21 maggio.
it	date	Il 25 dicembre 1999 uscì la 2a edizione; il 21/5 la terza.
it	date	Negli anni '90, il 25/12, tutto chiudeva; nel 2024, più nulla.
it	currency	Costava 1.234,56 $, oppure 99,95 €, oppure 50 £.
it	currency	Mancia del 15% su 45 €, e 20 centesmi risparmiati.
it	currency	Il prezzo è salito da 1.234,56 € a 1.300 € in un anno.
it	measurement	La stanza era 12 piedi per 8 m; pesava 2,5 kg e conteneva 3 l.
it	measurement	Guida 5 km a nord a 90 km/h con 36 °C all'ombra.
it	measurement	Pesava 90 kg e correva a 15 km/h a 20 °C.
it	roman-numeral	Il capitolo IV inizia alla riga xlii; papa Pio XII regnava.
it	roman-numeral	Vedi la sezione 2.b, sottosezione iii, paragrafo XIX.
it	roman-numeral	Luigi XIV incontrò Elisabetta II; papa Pio XII osservava.
it	dialogue	Disse: «Non posso — be', non voglio». Lei rispose: «Lo farai?»
it	dialogue	«Attento», disse lui. «Attento... sempre, sempre.»
it	dialogue	— Sei venuto? — Sono venuto. E ho portato i biglietti, ovviamente.
it	heading	CAPITOLO UNO: Una festa inaspettata
it	heading	PARTE SECONDA — La strada continua
it	heading	Appendice A: Guida alla pronuncia
it	footnote	Vedi la nota 1 per i dettagli.¹
it	footnote	L'affermazione è contestata.² Altri studiosi dissentono.³
it	footnote	Come mostra la tabella 2†, la tendenza si conferma.‡
it	page-furniture	Pagina 42 di 320 — prosegue dalla precedente — fine del capitolo.
it	page-furniture	Pag. 137 di 512, righe 8-19, testata: La Compagnia
it	page-furniture	Pagina 89 — bianca nell'originale — vedi pag. 90.
it	url-code	Visita https://example.com/percorso?q=1&x=2 o scrivi a a@b.co.
it	url-code	La variabile x_1 vale foo(bar, 2); if (a && b) return;
it	url-code	Esegui npm run build --watch, o apri C:\Users\doc\README.md.
it	long-paragraph	Il mercato di porta Palazzo si sveglia prima dell'alba, quando i camion rombano ancora sul selciato. I fruttivendoli dispongono le piramidi di arance con una cura che sfida la fisica. La casalinga del primo turno sceglie con occhio clinico, tocca, interroga, decide. Verso le nove arrivano quelli che hanno tempo, e il mercato rallenta di un punto e mezzo. A mezzogiorno il calore scaccia i titubanti e i banchi si arrendono fino al tardo pomeriggio. È un rito che non compare in nessuna guida, e proprio per questo resiste.
it	long-paragraph	La trattoria di via de' Mille apriva a mezzogiorno in punto, e chi arrivava alle dodici e un quarto trovava posto, ma non salute. Il proprietario riconosceva i clienti dal rumore dei loro passi, prima ancora di vederli. Il vino arrivava in fiaschi senza etichetta e il menù era scritto dalla stessa mano da trent'anni. Si parlava di calcio, di politica e di un vicino che aveva comprato un'automobile strana. Nessuno si chiedeva davvero perché si continuasse a tornare. Il conto restava fermo, come il fiume sotto i ponti d'inverno.
it	speed-transition	Aspetta — no. Questo... questo non va. Fermati. Guarda. Vai!
it	speed-transition	Uno. Due... tre? No — quattro. Quattro, quattro, quattro.
pt-br	name	A Dra. Costa e o Sr. Oliveira se conheceram em São Paulo numa terça.
pt-br	name	Machado de Assis, Cecília Meireles e Guimarães Rosa moravam perto.
pt-br	name	O coronel Nogueira, a rainha Isabel II e Santo Antônio aparecem no texto.
pt-br	honorific	Sra. Dalloway, Dr. Watson e Prof. Higgins chegaram ao meio-dia.
pt-br	honorific	O Sr. Oliveira perguntou à Profa. Costa pelo Dr. Barbosa.
pt-br	abbreviation	Ela leu p. ex. o primeiro capítulo, isto é, a pág. 5, e anotou o etc.
pt-br	abbreviation	Os EUA e o Reino Unido se reuniram aprox. às 8h da manhã.
pt-br	number	Havia 1.204.567 pessoas; 3,14159 é pi; e 0,5% é metade.
pt-br	number	A temperatura caiu a −5 graus e subiu 2,5 graus por volta das 9h45.
pt-br	number	A chance era de 3 para 1, a resposta 42, e 0,5% é meia medida.
pt-br	date	Em 03/04/2024, ou 4 de março de 2024, se encontraram; era 21 de maio.
pt-br	date	Em 25 de dezembro de 1999 saiu a 2ª edição; em 21/5, a terceira.
pt-br	date	Nos anos 1990, em 25/12, tudo fechava; em 2024, nada.
pt-br	currency	Custava R$ 1.234,56, ou € 99,95, ou £ 50.
pt-br	currency	Gorjeta de 15% sobre R$ 45,00, e 20 centavos economizados.
pt-br	currency	O preço subiu de R$ 1.234,56 para R$ 1.400,00 em um ano.
pt-br	measurement	A sala tinha 12 pés por 8 m; pesava 2,5 kg e cabiam 3 l.
pt-br	measurement	Dirija 5 km para o norte a 90 km/h com 36 °C na sombra.
pt-br	measurement	Pesava 90 kg e corria a 15 km/h a 20 °C.
pt-br	roman-numeral	O capítulo IV começa na linha xlii; D. Pedro II governou.
pt-br	roman-numeral	Veja a seção 2.b, subseção iii, parágrafo XIX.
pt-br	roman-numeral	Luís XIV encontrou Isabel II; o papa Pio XII observava.
pt-br	dialogue	Ele disse: "Não posso — bem, não quero." Ela respondeu: "Você vem?"
pt-br	dialogue	"Cuidado", disse ele. "Cuidado... sempre, sempre."
pt-br	dialogue	— Você veio? — Vim. E trouxe os bilhetes, claro.
pt-br	heading	CAPÍTULO UM: Uma festa inesperada
pt-br	heading	PARTE SEGUNDA — A estrada continua
pt-br	heading	Apêndice A: Guia de pronúncia
pt-br	footnote	Veja a nota 1 para detalhes.¹
pt-br	footnote	A afirmação é contestada.² Outros estudiosos discordam.³
pt-br	footnote	Como mostra a tabela 2†, a tendência se mantém.‡
pt-br	page-furniture	Página 42 de 320 — continuação da anterior — fim do capítulo.
pt-br	page-furniture	Pág. 137 de 512, linhas 8-19, cabeçalho: A Sociedade
pt-br	page-furniture	Página 89 — em branco no original — veja a pág. 90.
pt-br	url-code	Visite https://example.com/caminho?q=1&x=2 ou escreva para a@b.co.
pt-br	url-code	A variável x_1 vale foo(bar, 2); if (a && b) return;
pt-br	url-code	Execute npm run build --watch, ou abra C:\Users\doc\README.md.
pt-br	long-paragraph	O mercado municipal abre às cinco, quando os caminhões ainda estalam no paralelepípedo. Os feirantes armam pirâmides de laranjas com uma paciência que desafia a física. O comprador da primeira leva escolhe com olho clínico, aperta, pergunta, decide. Por volta das oito chegam os que têm tempo, e o mercado desacelera meio ponto. Ao meio-dia o calor espanta os tímidos e as barracas se rendem até a tarde. É um rito que não aparece em guia nenhum, e é justamente por isso que dura.
pt-br	long-paragraph	A casa da rua do Limoeiro passara anos fechada quando os funcionários da prefeitura a abriram por engano. Lá dentro, a poeira cobria tudo com uma pátina cinzenta, e os móveis guardavam ainda a forma de seus donos. Sobre a mesa, duas xícaras e um jornal de doze de outubro de mil novecentos e sessenta e dois. Ninguém soube explicar o que fora feito do último morador, embora as vizinhas tivessem teorias de todas as espécies. O tempo naquela casa não tinha passado: ficara sentado, esperando, como os móveis. Quando fecharam a porta, a rua recuperou o silêncio antigo e as teorias cresceram um pouco.
pt-br	speed-transition	Espera — não. Isso... isso não está certo. Para. Olha. Vai!
pt-br	speed-transition	Um. Dois... três? Não — quatro. Quatro, quatro, quatro.
ja	name	田中太郎さんと佐藤花子さんが東京で会いました。
ja	name	山田一郎と鈴木美咲は大阪駅で待ち合わせました。
ja	name	エルヴィス・プレスリー、マリア・テレサ、聖徳太子が登場します。
ja	honorific	田中様、佐藤先生、そして鈴木さんが正午に到着しました。
ja	honorific	社長の田中、部長の山田、そして課長の鈴木が会議に出席しました。
ja	abbreviation	例えば第1章、すなわち5ページを読んで、などとメモしました。
ja	abbreviation	NHK、NPO、ODAといった略語はそのまま読み上げられます。
ja	number	人口は1,204,567人；円周率は3.14159；0.5%は半分です。
ja	number	気温はマイナス5度まで下がり、9時45分に2.5度上がりました。
ja	number	確率は3対1、答えは42、そして0.5%は半分です。
ja	date	2024年3月4日に会い、5月21日には大阪にいました。
ja	date	1999年12月25日に第2版が出ました。
ja	date	3/4/2024、つまり2024年3月4日のことです。
ja	currency	それは1,234,567円、または99.95ユーロ、または50ポンドでした。
ja	currency	4,500円に15%のチップを足し、20円得しました。
ja	currency	価格は一年で1,234,567円から1,400,000円に上がりました。
ja	measurement	部屋は12フィート×8メートル；重さ2.5キログラム、容量3リットル。
ja	measurement	北へ5キロ、時速90キロで、気温は摂氏36度でした。
ja	measurement	重さ90キロ、時速15キロ、気温20度で走りました。
ja	roman-numeral	第IV章は42行目から始まる；ルイ14世が統治した。
ja	roman-numeral	第2章b節、iii項、XIX段落を参照。
ja	roman-numeral	ルイ14世はエリザベス2世に会った；法王ピウス12世が見ていた。
ja	dialogue	彼は言った。「できない——いや、したくない」。彼女は答えた。「来ますか？」
ja	dialogue	「待って——違う。それは... そうじゃない」。彼は止まった。
hi	currency	₹45 पर 15% बख्शीश, और 20 पैसे बचे।
ja	heading	第一章　思いがけないパーティー
ja	heading	第二部　旅は続く
ja	heading	付録A　発音ガイド
ja	footnote	詳細は注1を参照。¹
ja	footnote	この説には異論がある。² 他の研究者も同意しない。³
ja	footnote	表2†が示すとおり、傾向は続いている。‡
ja	page-furniture	42ページ／320ページ — 前ページから続く — 章の終わり。
ja	page-furniture	137ページ、8〜19行、柱：旅の仲間
ja	page-furniture	89ページ — 原本では白紙 — 90ページを参照。
ja	url-code	https://example.com/path?q=1&x=2 を訪れるか、a@b.co にメールを。
ja	url-code	変数 x_1 は foo(bar, 2) と等しい；if (a && b) return;
ja	url-code	npm run build --watch を実行するか、C:\Users\doc\README.md を開く。
ja	long-paragraph	朝の魚市場は日の出前に始まる。トラックが石畳の上でまだ轟いているうちに、仲買人が台に氷を敷き詰める。最初の買い物客は値段を確かめ、押して、尋ねて、決める。九時ごろには時間のある人たちがやってきて、市場は半分の速度になる。正午の暑さが迷う人を追い払い、店は夕方まで幕を下ろす。どんな観光案内にも載っていない儀式であり、だからこそ続いているのだ。
ja	long-paragraph	図書館は子どもの頃のままではなかった。昔の棚には祖父の説教集が並んでいたが、今は背の割れた文庫本が並んでいる。彼女はテーブルの間をゆっくり歩き、母が冬の夜に声を出して読んでくれた本を思い出した。貸出の窓口では、女性がマイクロフィルムについての質問に根気よく答えていた。ついに区の記録帳を見つけ、緑の布表紙のそれを、光の最も良い場所に置いて腰を下ろした。顔を上げたとき、窓は暗くなっていて、用務員が鍵を持って待っていた。
ja	speed-transition	待って——違う。それは... そうじゃない。止まれ。見ろ。行け！
ja	speed-transition	一、二...三？いや——四。四、四、四。
cmn	name	王小明和李华在北京见了面。
cmn	name	张伟、王芳和刘强都参加了那次会议。
cmn	name	猫王、伊丽莎白二世和圣保罗都出现在正文里。
cmn	honorific	王女士、李教授和张老师中午到达。
cmn	honorific	张先生向李女士打听王博士的消息。
cmn	abbreviation	她读了例如第一章，即第5页，还记下了等等。
cmn	abbreviation	GDP、CPI和CEO都是缩写词。
cmn	number	有1,204,567人；π是3.14159；0.5%是一半。
